SOC2digit,Occupation,Occupation,Empl(PlaceofWork),Probability,Order
Transportation and Material Moving (53-0000),Excavating and Loading Machine and Dragline Operators,Excavating and Loading Machine and Dragline Operators (53-7032),77.43709348,0.94,17
Transportation and Material Moving (53-0000),"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand (53-1021)",652.2070483,0.42,17
Transportation and Material Moving (53-0000),First-Line Supervisors of Transportation and Material-Moving Machineand Vehicle Operators,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators (53-1031),572.8316313,0.029,17
Transportation and Material Moving (53-0000),Flight Attendants,Flight Attendants (53-2031),2.604334021,0.35,17
Transportation and Material Moving (53-0000),Gas Compressor and Gas Pumping Station Operators,Gas Compressor and Gas Pumping Station Operators (53-7071),2.663865706,0.91,17
Transportation and Material Moving (53-0000),Heavy and Tractor-Trailer Truck Drivers,Heavy and Tractor-Trailer Truck Drivers (53-3032),4900.772255,0.79,17
Transportation and Material Moving (53-0000),Hoist and Winch Operators,Hoist and Winch Operators (53-7041),6.963967441,0.65,17
Transportation and Material Moving (53-0000),Industrial Truck and Tractor Operators,Industrial Truck and Tractor Operators (53-7051),2274.794333,0.93,17
Transportation and Material Moving (53-0000),"Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand (53-7062)",9242.539974,0.85,17
Transportation and Material Moving (53-0000),Light truck or delivery services drivers,Light Truck or Delivery Services Drivers (53-3033),2370.711912,0.69,17
Transportation and Material Moving (53-0000),"Loading Machine Operators, Underground Mining","Loading Machine Operators, Underground Mining (53-7033)",2.605619866,0.5,17
Transportation and Material Moving (53-0000),Locomotive Engineers,Locomotive Engineers (53-4011),77.13028553,0.96,17
Transportation and Material Moving (53-0000),Locomotive Firers,Locomotive Firers (53-4012),1.452340372,0.93,17
Transportation and Material Moving (53-0000),Machine Feeders and Offbearers,Machine Feeders and Offbearers (53-7063),228.3576687,0.93,17
Transportation and Material Moving (53-0000),Mine Shuttle Car Operators,Mine Shuttle Car Operators (53-7111),0.36486534,0.37,17
Transportation and Material Moving (53-0000),Motorboat Operators,Motorboat Operators (53-5022),17.61948685,0.62,17
Transportation and Material Moving (53-0000),"Packers and Packagers, Hand","Packers and Packagers, Hand (53-7064)",1789.778472,0.38,17
Transportation and Material Moving (53-0000),Parking Lot Attendants,Parking Lot Attendants (53-6021),256.1052285,0.87,17
Transportation and Material Moving (53-0000),"Pump Operators, Except Wellhead Pumpers","Pump Operators, Except Wellhead Pumpers (53-7072)",13.44432508,0.9,17
Transportation and Material Moving (53-0000),"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostlers (53-4013)",18.9444679,0.91,17
Transportation and Material Moving (53-0000),"Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators (53-4021)",41.12772627,0.83,17
Transportation and Material Moving (53-0000),Railroad Conductors and Yardmasters,Railroad Conductors and Yardmasters (53-4031),102.4449311,0.83,17
Transportation and Material Moving (53-0000),Refuse and Recyclable Material Collectors,Refuse and Recyclable Material Collectors (53-7081),303.7521999,0.93,17
Transportation and Material Moving (53-0000),Sailors and Marine Oilers,Sailors and Marine Oilers (53-5011),178.1083764,0.83,17
Transportation and Material Moving (53-0000),Ship Engineers,Ship Engineers (53-5031),69.7784177,0.041,17
Transportation and Material Moving (53-0000),Subway and Streetcar Operators,Subway and Streetcar Operators (53-4041),17.96553933,0.86,17
Transportation and Material Moving (53-0000),"Tank car, truck, and ship loaders","Tank Car, Truck, and Ship Loaders (53-7121)",22.92888613,0.72,17
Transportation and Material Moving (53-0000),Taxi Drivers and Chauffeurs,Taxi Drivers and Chauffeurs (53-3041),546.3359251,0.89,17
Transportation and Material Moving (53-0000),Traffic Technicians,Traffic Technicians (53-6041),13.12026057,0.9,17
Transportation and Material Moving (53-0000),"Transportation attendants, except flight attendants","Transportation Attendants, Except Flight Attendants (53-6061)",74.59269618,0.75,17
Transportation and Material Moving (53-0000),Transportation Inspectors,Transportation Inspectors (53-6051),92.27095514,0.9,17
Transportation and Material Moving (53-0000),Wellhead Pumpers,Wellhead Pumpers (53-7073),0.938868897,0.84,17
"Farming, Fishing, and Forestry (45-0000)",Agricultural Inspectors,Agricultural Inspectors (45-2011),24.78034429,0.94,18
"Farming, Fishing, and Forestry (45-0000)",Animal Breeders,Animal Breeders (45-2021),7.490190768,0.95,18
"Farming, Fishing, and Forestry (45-0000)",Fallers,Fallers (45-4021),13.20521125,0.76,18
"Farming, Fishing, and Forestry (45-0000)","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers (45-1011)",43.05134162,0.57,18
"Farming, Fishing, and Forestry (45-0000)",Fishers and Related Fishing Workers,Fishers and Related Fishing Workers (45-3011),74.03382792,0.83,18
"Farming, Fishing, and Forestry (45-0000)",Forest and Conservation Workers,Forest and Conservation Workers (45-4011),35.96092586,0.87,18
"Farming, Fishing, and Forestry (45-0000)","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products (45-2041)",39.09254256,0.41,18
"Farming, Fishing, and Forestry (45-0000)",Log Graders and Scalers,Log Graders and Scalers (45-4023),26.58027361,0.97,18
"Farming, Fishing, and Forestry (45-0000)",Logging Equipment Operators,Logging Equipment Operators (45-4022),102.324884,0.79,18
Production (51-0000),Adhesive Bonding Machine Operators and Tenders,Adhesive Bonding Machine Operators and Tenders (51-9191),49.79006286,0.95,19
Production (51-0000),"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers (51-2011)",215.4454289,0.79,19
Production (51-0000),Bakers,Bakers (51-3011),443.0506509,0.89,19
Production (51-0000),Butchers and Meat Cutters,Butchers and Meat Cutters (51-3021),313.2111254,0.93,19
Production (51-0000),Cabinetmakers and Bench Carpenters,Cabinetmakers and Bench Carpenters (51-7011),361.7896369,0.92,19
Production (51-0000),Chemical equipment operators and tenders,Chemical Equipment Operators and Tenders (51-9011),177.0786551,0.76,19
Production (51-0000),Chemical Plant and System Operators,Chemical Plant and System Operators (51-8091),48.96048687,0.85,19
Production (51-0000),"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders (51-9192)",26.98605263,0.81,19
Production (51-0000),"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders (51-9121)",150.633485,0.91,19
Production (51-0000),"Coil winders, tapers, and finishers","Coil Winders, Tapers, and Finishers (51-2021)",3.593798755,0.73,19
Production (51-0000),"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic (51-4012)",36.92536418,0.36,19
Production (51-0000),"Computer-Controlled Machine Tool Operators, Metal and Plastic","Computer-Controlled Machine Tool Operators, Metal and Plastic (51-4011)",113.2987257,0.86,19
Production (51-0000),Cooling and Freezing Equipment Operators and Tenders,Cooling and Freezing Equipment Operators and Tenders (51-9193),7.888416392,0.93,19
Production (51-0000),"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders (51-9021)",48.99954522,0.97,19
Production (51-0000),"Cutters and Trimmers, Hand","Cutters and Trimmers, Hand (51-9031)",5.974858261,0.64,19
Production (51-0000),"Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting and Slicing Machine Setters, Operators, and Tenders (51-9032)",151.3783848,0.86,19
Production (51-0000),"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic (51-4031)",191.5457156,0.78,19
Production (51-0000),Dental Laboratory Technicians,Dental Laboratory Technicians (51-9081),47.54158537,0.97,19
Production (51-0000),"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic (51-4032)",12.31869075,0.94,19
Production (51-0000),Electrical and Electronic Equipment Assemblers,Electrical and Electronic Equipment Assemblers (51-2022),129.5819835,0.95,19
Production (51-0000),Electromechanical Equipment Assemblers,Electromechanical Equipment Assemblers (51-2023),31.9606149,0.97,19
Production (51-0000),Engine and Other Machine Assemblers,Engine and Other Machine Assemblers (51-2031),38.2814306,0.82,19
Production (51-0000),Etchers and Engravers,Etchers and Engravers (51-9194),17.12815327,0.98,19
Production (51-0000),"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic (51-4021)",91.710133,0.91,19
Production (51-0000),"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers (51-6091)",24.79752189,0.88,19
Production (51-0000),"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders (51-9041)",108.8420885,0.93,19
Production (51-0000),Fabric and Apparel Patternmakers,Fabric and Apparel Patternmakers (51-6092),6.304914902,0.0049,19
Production (51-0000),Fiberglass Laminators and Fabricators,Fiberglass Laminators and Fabricators (51-2091),47.1858224,0.93,19
Production (51-0000),First-Line Supervisors of Production and Operating Workers,First-Line Supervisors of Production and Operating Workers (51-1011),1082.917468,0.016,19
Production (51-0000),"Food and Tobacco Roasting, Baking, and Drying Machine Operatorsand Tenders","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders (51-3091)",29.79432386,0.91,19
Production (51-0000),Food batchmakers,Food Batchmakers (51-3092),244.9989377,0.7,19
Production (51-0000),Food Cooking Machine Operators and Tenders,Food Cooking Machine Operators and Tenders (51-3093),40.28371632,0.61,19
Production (51-0000),"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic (51-4022)",18.28296606,0.93,19
Production (51-0000),Foundry mold and coremakers,Foundry Mold and Coremakers (51-4071),30.65816777,0.67,19
Production (51-0000),"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders (51-9051)",59.59352826,0.37,19
Production (51-0000),Furniture Finishers,Furniture Finishers (51-7021),75.02995744,0.87,19
Production (51-0000),Gas Plant Operators,Gas Plant Operators (51-8092),11.60592402,0.78,19
Production (51-0000),"Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hand (51-9022)",28.03675381,0.97,19
Production (51-0000),"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic (51-4033)",80.22706443,0.95,19
Production (51-0000),"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic (51-4191)",8.607307425,0.91,19
Production (51-0000),Helpers–Production Workers,Helpers--Production Workers (51-9198),406.8345368,0.66,19
Production (51-0000),"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers (51-9061)",840.47678,0.98,19
Production (51-0000),Jewelers and Precious Stone and Metal Workers,Jewelers and Precious Stone and Metal Workers (51-9071),66.92065246,0.95,19
Production (51-0000),"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic (51-4034)",7.960217868,0.84,19
Production (51-0000),Laundry and dry-cleaning workers,Laundry and Dry-Cleaning Workers (51-6011),534.8360813,0.71,19
Production (51-0000),"Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic (51-4192)",12.47101038,0.84,19
Production (51-0000),Machinists,Machinists (51-4041),581.7853524,0.65,19
Production (51-0000),"Meat, Poultry, and Fish Cutters and Trimmers","Meat, Poultry, and Fish Cutters and Trimmers (51-3022)",146.7749139,0.94,19
Production (51-0000),Medical Appliance Technicians,Medical Appliance Technicians (51-9082),19.61742689,0.45,19
Production (51-0000),Metal-Refining Furnace Operators and Tenders,Metal-Refining Furnace Operators and Tenders (51-4051),10.72082649,0.88,19
Production (51-0000),"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic (51-4035)",6.870411097,0.98,19
Production (51-0000),"Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tenders (51-9023)",210.086429,0.83,19
Production (51-0000),"Model Makers, Metal and Plastic","Model Makers, Metal and Plastic (51-4061)",4.798246276,0.93,19
Production (51-0000),"Model Makers, Wood","Model Makers, Wood (51-7031)",3.341353303,0.96,19
Production (51-0000),"Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic (51-9195)",122.2701233,0.9,19
Production (51-0000),"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic (51-4072)",272.8351523,0.95,19
Production (51-0000),"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic (51-4081)",59.28815402,0.91,19
Production (51-0000),Nuclear Power Reactor Operators,Nuclear Power Reactor Operators (51-8011),3.80253875,0.95,19
Production (51-0000),Ophthalmic Laboratory Technicians,Ophthalmic Laboratory Technicians (51-9083),89.29530054,0.97,19
Production (51-0000),Packaging and Filling Machine Operators and Tenders,Packaging and Filling Machine Operators and Tenders (51-9111),555.0114895,0.98,19
Production (51-0000),"Painters, transportation equipment","Painters, Transportation Equipment (51-9122)",162.473892,0.69,19
Production (51-0000),"Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers (51-9123)",22.93187108,0.92,19
Production (51-0000),"Paper goods machine setters, operators, and tenders","Paper Goods Machine Setters, Operators, and Tenders (51-9196)",272.8700357,0.67,19
Production (51-0000),"Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic (51-4062)",4.23143093,0.9,19
Production (51-0000),"Patternmakers, Wood","Patternmakers, Wood (51-7032)",2.389566476,0.91,19
Production (51-0000),"Petroleum pump system operators, refinery operators, and gaugers","Petroleum Pump System Operators, Refinery Operators, and Gaugers (51-8093)",152.3552924,0.71,19
Production (51-0000),Photographic Process Workers and Processing Machine Operators,Photographic Process Workers and Processing Machine Operators (51-9151),25.16701106,0.99,19
Production (51-0000),"Plant and System Operators, All Other","Plant and System Operators, All Other (51-8099)",28.89634484,0.86,19
Production (51-0000),"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic (51-4193)",32.47177507,0.92,19
Production (51-0000),"Pourers and Casters, Metal","Pourers and Casters, Metal (51-4052)",6.840141495,0.87,19
Production (51-0000),Power Distributors and Dispatchers,Power Distributors and Dispatchers (51-8012),13.38348599,0.64,19
Production (51-0000),Power Plant Operators,Power Plant Operators (51-8013),22.49953888,0.85,19
Production (51-0000),Prepress Technicians and Workers,Prepress Technicians and Workers (51-5111),39.9411001,0.97,19
Production (51-0000),"Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials (51-6021)",136.1223005,0.81,19
Production (51-0000),Print Binding and Finishing Workers,Print Binding and Finishing Workers (51-5113),52.37131475,0.95,19
Production (51-0000),Printing Press Operators,Printing Press Operators (51-5112),247.9359467,0.83,19
Production (51-0000),"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic (51-4023)",19.46444107,0.83,19
Production (51-0000),"Sawing Machine Setters, Operators, and Tenders, Wood","Sawing Machine Setters, Operators, and Tenders, Wood (51-7041)",265.2016069,0.86,19
Production (51-0000),Semiconductor Processors,Semiconductor Processors (51-9141),14.28238878,0.88,19
Production (51-0000),"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders (51-9012)",74.92210568,0.88,19
Production (51-0000),"Sewers, Hand","Sewers, Hand (51-6051)",27.42971818,0.99,19
Production (51-0000),Sewing Machine Operators,Sewing Machine Operators (51-6031),274.2279969,0.89,19
Production (51-0000),Shoe and Leather Workers and Repairers,Shoe and Leather Workers and Repairers (51-6041),18.41207199,0.52,19
Production (51-0000),Shoe Machine Operators and Tenders,Shoe Machine Operators and Tenders (51-6042),0.411179647,0.97,19
Production (51-0000),Slaughterers and Meat Packers,Slaughterers and Meat Packers (51-3023),24.71953464,0.6,19
Production (51-0000),Stationary Engineers and Boiler Operators,Stationary Engineers and Boiler Operators (51-8021),68.55336202,0.89,19
Production (51-0000),Structural Metal Fabricators and Fitters,Structural Metal Fabricators and Fitters (51-2041),113.2412563,0.41,19
Production (51-0000),"Tailors, Dressmakers, and Custom Sewers","Tailors, Dressmakers, and Custom Sewers (51-6052)",68.40840125,0.84,19
Production (51-0000),Team Assemblers,Team Assemblers (51-2092),1416.606628,0.97,19
Production (51-0000),Textile Bleaching and Dyeing Machine Operators and Tenders,Textile Bleaching and Dyeing Machine Operators and Tenders (51-6061),4.326770436,0.97,19
Production (51-0000),"Textile Cutting Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders (51-6062)",13.5026433,0.95,19
Production (51-0000),"Textile knitting and weaving machine setters, operators, and tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders (51-6063)",5.158023464,0.73,19
Production (51-0000),"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders (51-6064)",14.99621751,0.96,19
Production (51-0000),Timing Device Assemblers and Adjusters,Timing Device Assemblers and Adjusters (51-2093),0.885506259,0.98,19
Production (51-0000),Tire Builders,Tire Builders (51-9197),3.212529518,0.94,19
Production (51-0000),Tool and Die Makers,Tool and Die Makers (51-4111),102.7043787,0.84,19
Production (51-0000),"Tool Grinders, Filers, and Sharpeners","Tool Grinders, Filers, and Sharpeners (51-4194)",17.41877876,0.88,19
Production (51-0000),Upholsterers,Upholsterers (51-6093),74.45938661,0.39,19
Production (51-0000),Water and Wastewater Treatment Plant and System Operators,Water and Wastewater Treatment Plant and System Operators (51-8031),238.6809896,0.61,19
Production (51-0000),"Welders, Cutters, Solderers, and Brazers","Welders, Cutters, Solderers, and Brazers (51-4121)",640.5932161,0.94,19
Production (51-0000),"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders (51-4122)",10.55993887,0.61,19
Production (51-0000),"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders, Except Sawing (51-7042)",329.1537955,0.97,19
Office and Administrative Support (43-0000),Bill and Account Collectors,Bill and Account Collectors (43-3011),342.9593029,0.95,20
Office and Administrative Support (43-0000),Billing and Posting Clerks,Billing and Posting Clerks (43-3021),1183.88908,0.96,20
Office and Administrative Support (43-0000),"Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks (43-3031)",3355.172849,0.98,20
Office and Administrative Support (43-0000),Brokerage Clerks,Brokerage Clerks (43-4011),36.83774255,0.98,20
Office and Administrative Support (43-0000),Cargo and Freight Agents,Cargo and Freight Agents (43-5011),237.2719605,0.99,20
Office and Administrative Support (43-0000),Computer Operators,Computer Operators (43-9011),62.62018726,0.78,20
Office and Administrative Support (43-0000),Correspondence Clerks,Correspondence Clerks (43-4021),6.905476377,0.86,20
Office and Administrative Support (43-0000),Couriers and Messengers,Couriers and Messengers (43-5021),180.5262353,0.94,20
Office and Administrative Support (43-0000),"Court, Municipal, and License Clerks","Court, Municipal, and License Clerks (43-4031)",290.6657697,0.46,20
Office and Administrative Support (43-0000),"Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, and Clerks (43-4041)",33.1346306,0.97,20
Office and Administrative Support (43-0000),Customer Service Representatives,Customer Service Representatives (43-4051),5033.514469,0.55,20
Office and Administrative Support (43-0000),Data Entry Keyers,Data Entry Keyers (43-9021),262.5952508,0.99,20
Office and Administrative Support (43-0000),Desktop Publishers,Desktop Publishers (43-9031),12.35086811,0.16,20
Office and Administrative Support (43-0000),"Dispatchers, Except Police, Fire, and Ambulance","Dispatchers, Except Police, Fire, and Ambulance (43-5032)",473.5281784,0.96,20
Office and Administrative Support (43-0000),"Eligibility interviewers, government programs","Eligibility Interviewers, Government Programs (43-4061)",343.5442652,0.7,20
Office and Administrative Support (43-0000),Executive Secretaries and Executive Administrative Assistants,Executive Secretaries and Executive Administrative Assistants (43-6011),771.9076048,0.86,20
Office and Administrative Support (43-0000),File Clerks,File Clerks (43-4071),159.7701074,0.97,20
Office and Administrative Support (43-0000),First-Line Supervisors of Office and Administrative Support Workers,First-Line Supervisors of Office and Administrative Support Workers (43-1011),3008.706601,0.014,20
Office and Administrative Support (43-0000),Gaming Cage Workers,Gaming Cage Workers (43-3041),64.19242307,0.39,20
Office and Administrative Support (43-0000),"Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerks (43-4081)",271.7571017,0.94,20
Office and Administrative Support (43-0000),"Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll and Timekeeping (43-4161)",254.2014245,0.9,20
Office and Administrative Support (43-0000),Insurance Claims and Policy Processing Clerks,Insurance Claims and Policy Processing Clerks (43-9041),487.0586834,0.98,20
Office and Administrative Support (43-0000),"Interviewers, Except Eligibility and Loan","Interviewers, Except Eligibility and Loan (43-4111)",393.5735191,0.94,20
Office and Administrative Support (43-0000),Legal Secretaries,Legal Secretaries (43-6012),237.7336389,0.98,20
Office and Administrative Support (43-0000),"Library Assistants, Clerical","Library Assistants, Clerical (43-4121)",158.9958294,0.95,20
Office and Administrative Support (43-0000),Loan Interviewers and Clerks,Loan Interviewers and Clerks (43-4131),335.1683585,0.92,20
Office and Administrative Support (43-0000),"Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service (43-9051)",88.46549713,0.94,20
Office and Administrative Support (43-0000),Medical Secretaries,Medical Secretaries (43-6013),1115.059361,0.81,20
Office and Administrative Support (43-0000),"Meter Readers, Utilities","Meter Readers, Utilities (43-5041)",58.47578272,0.85,20
Office and Administrative Support (43-0000),New Accounts Clerks,New Accounts Clerks (43-4141),52.85049074,0.99,20
Office and Administrative Support (43-0000),"Office Clerks, General","Office Clerks, General (43-9061)",7116.577278,0.96,20
Office and Administrative Support (43-0000),"Office Machine Operators, Except Computer","Office Machine Operators, Except Computer (43-9071)",88.08199008,0.92,20
Office and Administrative Support (43-0000),Order Clerks,Order Clerks (43-4151),379.6101129,0.98,20
Office and Administrative Support (43-0000),Payroll and Timekeeping Clerks,Payroll and Timekeeping Clerks (43-3051),309.0748946,0.97,20
Office and Administrative Support (43-0000),"Police, Fire, and Ambulance Dispatchers","Police, Fire, and Ambulance Dispatchers (43-5031)",167.5979201,0.49,20
Office and Administrative Support (43-0000),Postal Service Clerks,Postal Service Clerks (43-5051),177.9754749,0.95,20
Office and Administrative Support (43-0000),Postal service mail carriers,Postal Service Mail Carriers (43-5052),761.2089056,0.68,20
Office and Administrative Support (43-0000),"Postal Service Mail Sorters, Processors, and Processing Machine Operators","Postal Service Mail Sorters, Processors, and Processing Machine Operators (43-5053)",218.2744707,0.79,20
Office and Administrative Support (43-0000),Procurement Clerks,Procurement Clerks (43-3061),119.437938,0.98,20
Office and Administrative Support (43-0000),"Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks (43-5061)",807.4097354,0.88,20
Office and Administrative Support (43-0000),Proofreaders and Copy Markers,Proofreaders and Copy Markers (43-9081),15.82417889,0.84,20
Office and Administrative Support (43-0000),Receptionists and Information Clerks,Receptionists and Information Clerks (43-4171),2803.287094,0.96,20
Office and Administrative Support (43-0000),Reservation and Transportation Ticket Agents and Travel Clerks,Reservation and Transportation Ticket Agents and Travel Clerks (43-4181),57.00340882,0.61,20
Office and Administrative Support (43-0000),"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive (43-6014)",3722.337331,0.96,20
Office and Administrative Support (43-0000),"Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks (43-5071)",1371.24428,0.98,20
Office and Administrative Support (43-0000),Statistical Assistants,Statistical Assistants (43-9111),26.11839733,0.66,20
Office and Administrative Support (43-0000),Stock Clerks and Order Fillers,Stock Clerks and Order Fillers (43-5081),4109.409697,0.64,20
Office and Administrative Support (43-0000),"Switchboard Operators, Including Answering Service","Switchboard Operators, Including Answering Service (43-2011)",109.8556588,0.96,20
Office and Administrative Support (43-0000),Telephone Operators,Telephone Operators (43-2021),11.70570898,0.97,20
Office and Administrative Support (43-0000),Tellers,Tellers (43-3071),904.6848263,0.98,20
Office and Administrative Support (43-0000),"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping (43-5111)",128.7483142,0.95,20
Office and Administrative Support (43-0000),Word Processors and Typists,Word Processors and Typists (43-9022),87.3073565,0.81,20
Sales and Related (41-0000),Advertising Sales Agents,Advertising Sales Agents (41-3011),111.4900851,0.54,21
Sales and Related (41-0000),Cashiers,Cashiers (41-2011),7600.002711,0.97,21
Sales and Related (41-0000),Counter and Rental Clerks,Counter and Rental Clerks (41-2021),1098.910083,0.97,21
Sales and Related (41-0000),Demonstrators and Product Promoters,Demonstrators and Product Promoters (41-9011),219.4902111,0.51,21
Sales and Related (41-0000),"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers (41-9091)",236.2786541,0.94,21
Sales and Related (41-0000),First-Line Supervisors of Non-Retail Sales Workers,First-Line Supervisors of Non-Retail Sales Workers (41-1012),632.8582237,0.075,21
Sales and Related (41-0000),First-Line Supervisors of Retail Sales Workers,First-Line Supervisors of Retail Sales Workers (41-1011),3247.248095,0.28,21
Sales and Related (41-0000),Gaming Change Persons and Booth Cashiers,Gaming Change Persons and Booth Cashiers (41-2012),66.95234134,0.83,21
Sales and Related (41-0000),Insurance Sales Agents,Insurance Sales Agents (41-3021),727.2640626,0.92,21
Sales and Related (41-0000),Models,Models (41-9012),4.697024234,0.98,21
Sales and Related (41-0000),Parts Salespersons,Parts Salespersons (41-2022),692.7540314,0.98,21
Sales and Related (41-0000),Real Estate Brokers,Real Estate Brokers (41-9021),197.5186867,0.97,21
Sales and Related (41-0000),Real Estate Sales Agents,Real Estate Sales Agents (41-9022),1037.751565,0.86,21
Sales and Related (41-0000),Retail Salespersons,Retail Salespersons (41-2031),10943.9559,0.92,21
Sales and Related (41-0000),Sales Engineers,Sales Engineers (41-9031),75.29995469,0.0041,21
Sales and Related (41-0000),"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products (41-4012)",3061.199154,0.85,21
Sales and Related (41-0000),"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products (41-4011)",367.3492437,0.25,21
Sales and Related (41-0000),"Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents (41-3031)",474.0860279,0.016,21
Sales and Related (41-0000),Telemarketers,Telemarketers (41-9041),100.7656968,0.99,21
